tweet_id,text,reply_text,my_intent_label,should_escalate,time_tier,notes
883462,I love how I just tried to import a 1020-song playlist from iTunes into @115888 and it gave me one with 8 tracks. Good use of my time!,"@162118 Hey, that doesn't sound right! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP",feature_request_howto,0,Early,Stratified sample from subsample
418214,"@SpotifyCares I used facebook to sign in before and now when I try logging in, it doesn't let me sign in with my facebook password nor my facebook itself.","@214781 Got it. Are you getting an error message? If so, a screenshot would come in handy /RH",account_access,1,Early,Stratified sample from subsample
429236,Nå har jeg fått «Rune Rudberg - Ut mot havet» på hjernen. Takk til @SpotifyCares for ukens «Discover weekly» der altså 😭,@217075 2: Can you tell us more about what happened? /PI,venting_feedback,0,Early,Stratified sample from subsample
2081623,"@SpotifyCares I also force closed the app, which stopped the download until I reopened the app again.",@615596 Hmm. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZRiNAt,playback_streaming,0,Early,Stratified sample from subsample
2083282,@SpotifyCares I’m still getting charged for my premium account even though I am signed up through starbucks??,"@616124 Hey Sarah, help's here! Could you send us a DM with your account's email address and username? We'll take a look backstage /RV https://t.co/ldFdZRiNAt",billing_subscription,1,Early,Stratified sample from subsample
727016,@SpotifyCares Nevermind.  I cancelled my subscription.  I’ll renew it if you give it back.,@294148 Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /LO,billing_subscription,1,Early,Stratified sample from subsample
744380,"I want to be able to block an artist on @115888 so that even if their music is on a public playlist I follow, it automatically won't play.","@297983 Hi there! We're afraid this isn't possible right now, but you can show your support for the idea here: https://t.co/oGDLtirXki /AU",content_availability,0,Early,Stratified sample from subsample
1779407,@405274 please add lyric a every song🙌🏽🤞🏽🙏🏽,"@534632 Hi Osmín! If you don’t see it, the lyrics/story aren’t currently available for that song. There's more here: https://t.co/mvyCo4ndOe 🙂 /T",other,0,Early,Stratified sample from subsample
760604,@SpotifyCares Its been a month trying to get a response to fixing an error on my artist account. I need songs merged to my verified account.,"@301747 Got it! If you've reached out, DM us your email address &amp; we'll chase it up /DH https://t.co/ldFdZRiNAt",content_availability,0,Early,Stratified sample from subsample
787973,"@SpotifyCares Kicked out of family account for not confirming address on time. Cannot rejoin, cannot log in, cannot contact. What the hell?!",@307948 Hi there! Can you send us your email address or username via DM? We'll look under the hood /HC https://t.co/ldFdZRiNAt,account_access,1,Early,Stratified sample from subsample
1795178,@SpotifyCares I open the app and most of my music is gone. I pay for your service. Can you fix it somehow? Please.,"@539443 Hey, sorry to hear that! Check the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /MA",billing_subscription,1,Early,Stratified sample from subsample
1023310,"@SpotifyCares just got booted off while listening, taken to the login page, but when I try to long in I get the ""Oops! Something went wrong""","@264487 Hey, help's here! Can you DM us your account's username and email address? We'll check it out 🔍 /TR https://t.co/ldFdZRiNAt",account_access,1,Early,Stratified sample from subsample
1062070,"@SpotifyCares I've created an account using gmail address, with ""__email__"". I can't log in, I can't reset password.","@370768 Hey Igor, we're here to help! Can you send over your account's username or email address via DM? We'll take a look backstage /GN https://t.co/ldFdZRiNAt",account_access,1,Early,Stratified sample from subsample
821308,"@SpotifyCares okay thanks for your help, how to you set a display name?",@315628 Thanks for getting back to us. You should be able to set up a display name here: https://t.co/cnaaFIwigZ. Let us know how it goes /TF,feature_request_howto,0,Early,Stratified sample from subsample
820225,@SpotifyCares Having problems with my student account. It's charging me 10 dollars instead of 5 every month.,@315388 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,billing_subscription,1,Early,Stratified sample from subsample
1063176,"@SpotifyCares Keep getting the message ""song not available"" for ALL songs in my playlists and also yours. Premium is paid. Whats wrong?","@371043 Hi Anna, help's here! Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /NY",content_availability,0,Early,Stratified sample from subsample
897911,@115888 i need you help,"@333240 Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /TB",other,0,Early,Stratified sample from subsample
835866,@SpotifyCares I’m pretty sure it just recently switched over. I’ve listened to that link for a while and never noticed it was like that before.,"@318986 2: We appreciate your feedback, but rest assured that we only publish the versions that their labels or aggregators deliver to us /MG",playback_streaming,0,Early,Stratified sample from subsample
1806010,@Spotifycares I've started getting this popup on iPhone in my car. whatever I'm playing stops and something random starts.  What's this? https://t.co/SQMkXI8CLe,"@542632 Hey there! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",playback_streaming,0,Early,Stratified sample from subsample
1144850,@SpotifyCares @389450 I’ve logged out in all devices already hoping this can be resolved.,@389449 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,account_access,1,Early,Stratified sample from subsample
1065569,@SpotifyCares having issues getting my account onto my new device dose not recognise email or password,@371588 Hey William! Can you DM us your account's email address and username? We'll take a look backstage /SU https://t.co/ldFdZRiNAt,account_access,1,Early,Stratified sample from subsample
1077552,"Hey @115888 do you know what alphabetical order is? Quit suggesting russ liquid before russ issa hassle (no hate,mad love to russ liquid🙏🏽)","@361097 Hi there. Thanks for bringing this up. Rest assured, your feedback will be passed on to the right folks /JU",venting_feedback,0,Early,Stratified sample from subsample
1822013,"@115888 What is weird, however, is selecting a song on my desktop and then hearing it playing on my laptop. 

Because that makes so much sense? 🎵",@546970 Hey Samathy! it looks like you're using Spotify Connect. More info about this at https://t.co/64CIqASpvY. We hope this helps /SJ,playback_streaming,0,Early,Stratified sample from subsample
1214633,"@115888 hi, I’m currently having problems downloading albums. I’ve got 3gbs of storage left on my phone but it’s still not downloading? https://t.co/yNsQSWA4sg","@405045 Hey Mitch! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /CH",content_availability,0,Early,Stratified sample from subsample
1220129,@115888 how can I get a premium account discount for a high school student?,@406265 @115888 Hey! We've just sent you a DM 🙂 /RV,feature_request_howto,0,Early,Stratified sample from subsample
1816312,"Spotify has a Follow button, but where is the Never Play This Trash Again button? @115888 @33326","@545618 Hey Alex! This isn't possible right now, but you can show your support for the idea in our Community: https://t.co/oGDLtirXki /NS",venting_feedback,0,Early,Stratified sample from subsample
1250602,"@SpotifyCares I can play it on my computer only. Using an iPhone 7 Plus with iOS 11, I believe. It’s grayed our on my mobile playlist even after download",@413411 Thanks. Can you try the troubleshooting steps found on this link: https://t.co/dqnJdtw1g9? Let us know how it goes /SJ,feature_request_howto,0,Early,Stratified sample from subsample
1355046,@SpotifyCares Why do my Discover Weekly no longer update Monday morning? Still on last week’s :(,"@435985 Hey there! We don't have any info to share, but it should update every Monday. Just to check, is it getting updated? /PB",venting_feedback,0,Early,Stratified sample from subsample
1833417,"@SpotifyCares For my friends it shows I got 2 exact same accounts, with the same share codes and mail but with different playlists?????","@549990 Hi there! Can you DM us your account's email address or username, and screenshots of the two accounts you mentioned? We'll take a look /NQ https://t.co/ldFdZRiNAt",feature_request_howto,0,Early,Stratified sample from subsample
1544644,@SpotifyCares hey can you please send me the promo code for the majid jordan spotify presale i love majid and i have a spotify account THX,@478434 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RB,other,0,Early,Stratified sample from subsample
1628558,@117153 hey someone else has been in my account but i changed the PW so np but i was already premium but not anymore whats going on?,"@498545 Hey, help's here! Can you send us your account's username or email address via DM? We'll take a look /PL https://t.co/ldFdZRiNAt",other,0,Early,Stratified sample from subsample
1648915,@SpotifyCares Thanks but Emmanuel Y already helped me .,@503706 That's great news! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 😁 /JM,other,0,Early,Stratified sample from subsample
1894268,Dear @115888 - pls don't tell me about shows that have been sold out for days! Getting my hopes up for #brucespringsteen :( https://t.co/n4v6GqygVK,"@564668 Hey! Thanks for getting in touch. We appreciate the feedback, and we'll pass this along to the right team here 🙂 /M",other,0,Early,Stratified sample from subsample
1841429,"@SpotifyCares need to cancel my Spotify account but have access to my email address for the account. need help, thanks","@551841 Hi Cathal, help's here! Could you Dm us your email address and username? We'll take a look backstage 🔍 /JQ https://t.co/ldFdZRiNAt",billing_subscription,1,Early,Stratified sample from subsample
1903879,@SpotifyCares iPhone 6s 11.0.3 playing Spotify unable to access in lock screen/from headphone play/pause button,"@567372 Hey! Can you DM us your account's username, or email? We'll keep helping, don't worry 🙂 /M https://t.co/ldFdZRiNAt",playback_streaming,0,Early,Stratified sample from subsample
2052535,Hey @SpotifyCares how do I make my muisc public,@382005 Hey Juan? Can you give us more info about what's happening? We'll see what we can suggest /KL,feature_request_howto,0,Early,Stratified sample from subsample
2110692,"@SpotifyCares I need a pending fee of 10, done without my permission stopped immediately. How do I resolve this?",@622635 Hey! We've just sent a DM your way. Let's carry on chatting there /AN,feature_request_howto,0,Early,Stratified sample from subsample
1853868,"@SpotifyCares The 3,333 download limit is not why I subscribed to Spotify premium.","@554715 Don't worry, we'll check it out. If you could DM us your account's email address or username, that'd be great /NS https://t.co/ldFdZRiNAt",playback_streaming,0,Early,Stratified sample from subsample
1855638,"@SpotifyCares Ok sorry. The question was if you plan to release ""A triumph for Man"" with Mew. Best regards, Per",@555087 Got it. What country is your account set to? We'll check things out /AY,content_availability,0,Early,Stratified sample from subsample
2047620,"@SpotifyCares No change. It's this Nexus 5X, it's garbage.","@412553 Thanks! Can you try logging out, restarting your phone, and logging back in? Does that make any difference? /JP",venting_feedback,0,Early,Stratified sample from subsample
2300068,why doesn't spotify have any of garth brooks albums????!?!?)! @115888 😠,"@667572 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /MX",content_availability,0,Early,Stratified sample from subsample
1873162,@SpotifyCares Hello my account got hacked by some random spanish peeps. But i managed to log out from all devices. What should i do?,"@559307 Hey, that's not cool. Can you fire over your account's email address via DM? We'll check under the hood /NY https://t.co/ldFdZRiNAt",account_access,1,Early,Stratified sample from subsample
859648,@SpotifyCares #SuperSlimey,@324106 It looks like that album is available here: https://t.co/RqYePOitw0. Happy listening 🙂 /NJ,other,0,Early,Stratified sample from subsample
848533,"@SpotifyCares It sometimes appears a playback failed message, but not all the time",@321651 Can you send us a screenshot of the error message that you're getting? We'll check it out /SY,playback_streaming,0,Early,Stratified sample from subsample
875196,WHat my @115888 looks like right now 😑. Luckily I can still control it from my phone. https://t.co/AbH9meCwEV,@327791 Hey there! That's no fun. Can you try reinstalling the app using the steps here: https://t.co/EqisDMwZAT? Keep us posted /LM,other,0,Early,Stratified sample from subsample
904727,"@SpotifyCares why do my playlists say ""by Spotify"" all of a sudden? I can't add/edit anymore. Don't want to re-make them. #spotify #help",@334796 Hey Anahid! Can you send us the link to the playlist that you're trying to edit? Just tap the three dots &gt; Share &gt; Copy Link /MG,feature_request_howto,0,Early,Stratified sample from subsample
909990,"@3493 Boards of Canada's, The Campfire Headphase on #Spotify is missing the track Macquarie Ridge, could you fix this please #BOC https://t.co/JeEB4VRLnE","@336151 Hey Dave! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /LO",content_availability,0,Early,Stratified sample from subsample
1878652,When will fifth harmony’s feels cover be released? @115888,@492550 Hi there! We’ll have it available to you as soon as it’s available to us. There's more info about content at https://t.co/0i8GpimuDa /MU,content_availability,0,Early,Stratified sample from subsample
982151,@115888 do you not accept NUS student discount anymore?,@352878 Hey! NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at https://t.co/ZCWeItTUhj /RS,billing_subscription,1,Early,Stratified sample from subsample
1892488,"@SpotifyCares hey guys, need help pls 1. i’d like to get my profile verified as an artist on spotify  2. my new ep has already been linked to another artist profile",@564280 2: recommend reaching out to your distributor/aggregator. They'll work with our team to make sure your artist page gets fixed up /AP,content_availability,0,Early,Stratified sample from subsample
1013130,@115888 why do you hate me ? https://t.co/AVAgzgcb5b,@359732 Hey there! What's happening exactly? We'll see how we can help out /PB,venting_feedback,0,Early,Stratified sample from subsample
1892781,@SpotifyCares I've been trying to get in contact with you guys and no one is returning my emails. I would like to change my username. Help.,@553672 Hi! Help's here. Can you DM us your account's email address &amp; the 8-digit case number when you emailed us? We'll take a look backstage /DD https://t.co/ldFdZRiNAt,account_access,1,Early,Stratified sample from subsample
1887647,Hey @115888 your ap keeps crashing when I try to use it. either won't play the next song when one ends or says upgrade to listen anywhere,"@562984 Hey Stephen, help's here. What device, operating system, and Spotify version is this happening on? We'll see what we can suggest /AY",playback_streaming,0,Mid,Stratified sample from subsample
1079429,@SpotifyCares hey guys! I've been using Spotify FOREVER and I've hit the 3333 mark for offline downloads. Will this ever be extended?,"@374613 Hey Sean! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. Stay awesome /KL",playback_streaming,0,Mid,Stratified sample from subsample
1087962,@SpotifyCares Now let's talk about lowering my payments 👀,"@376423 2. We've also got our Premium for Family plan, which you can find more info about at this link: https://t.co/LESfq9LesY /TB",billing_subscription,1,Mid,Stratified sample from subsample
1079427,@SpotifyCares It’s a real shame because it’s making think real hard about joining @115948,@374613 We're sorry to hear that. You can show your support for the idea here: https://t.co/Z9OErWpTNz /KL,other,0,Mid,Stratified sample from subsample
1098081,"Security is important, @spotifycares. We'd like it if you supported two factor auth. https://t.co/dFe7f0NAmS #SupportTwoFactorAuth",@379112 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RB,account_access,1,Mid,Stratified sample from subsample
1131554,Guys wtf why frank ocean's endless is not on spotify? @SpotifyCares,"@386661 We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /JN",content_availability,0,Mid,Stratified sample from subsample
1161843,"Spotify not showing up in my control center, my volume in my control center wont turn up when i press the buttons wtf","@393345 Hey there! What device, iOS and Spotify versions is this happening on? We'll lend a hand /SY",venting_feedback,0,Mid,Stratified sample from subsample
1167976,@SpotifyCares I'm getting an extended delay (~30 secs) when auth'ing my third-party app. Known issue?,"@394727 Hi Jay, help's here! Can you let us know more about your concern? Also, send us the name of the third-party app you're trying to use /SF",account_access,1,Mid,Stratified sample from subsample
1167968,@SpotifyCares Maybe something that could help me figure out how to get more followers,"@394726 The first link will give you the best info on turning listeners into followers. If you need anything, just shout, we'll come running 🏃 /JX",feature_request_howto,0,Mid,Stratified sample from subsample
1179897,@SpotifyCares I won't be able to to get a uni days account as my course provider is not listed. Is there any other way to retain my discount?,@145891 2: it to be added in the future at https://t.co/2l94QYiAaU. Let us know if we can help with anything else /AM,other,0,Mid,Stratified sample from subsample
1199857,@SpotifyCares Trying to get in #Rapcavier,@401924 Our Curation team are independent so there's no formal submission process. Check out https://t.co/6BMOmfiZvQ to help you gain visibility /GS,other,0,Mid,Stratified sample from subsample
1270548,@115888 does it cost money?,"@417473 Hey there! Spotify Premium costs $9.99 a month, but if you haven't had it before, you can subscribe to a 30-day trial for free /LM",billing_subscription,1,Mid,Stratified sample from subsample
1906466,@115888 yo! What are the odds of Time Capsule getting updated every week like Discover Weekly? 🎧,"@568042 Hey Anna, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /MQ",venting_feedback,0,Mid,Stratified sample from subsample
1231486,well since i can't use my spotify or my hulu i guess i'm gonna have to settle for netflix thx 4 the support,"@408850 Hi Lainee, help's arrived! Could you DM us your email address and username? We'll do some digging 🔍 /JQ https://t.co/ldFdZR1cbT",other,0,Mid,Stratified sample from subsample
1921127,keep getting an error code 3 when trying to log in. password has been reset still wont work... @spotifycares,"@571904 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZR1cbT",account_access,1,Mid,Stratified sample from subsample
1922620,@115888 you feelin strong? Auto play that Andy Grammar song that’s on 0 of my playlists one more time,"@572361 Hi Nelson! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists. Hope this info helps /DR",feature_request_howto,0,Mid,Stratified sample from subsample
1252269,@SpotifyCares I’ve yet to hear from anyone at Spotify.   That’s another reason why I switched my streaming to another source.  Terrible service,"@413761 We're sorry you feel that way. Not to worry, we'll give our devs a nudge on this. Drop us a tweet if anything else comes up /MT",venting_feedback,0,Mid,Stratified sample from subsample
2342301,@118266 mengapa spotify saya tidak bisa masuk ? dan bagaimana cara mereset ulang ? karena pilihan negara di akun tidak ada indonesia. https://t.co/gUcmHJWYhf,"@677500 Hey there! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /PL",other,0,Mid,Stratified sample from subsample
2623509,@SpotifyCares My account has been hacked and I'm locked out of both resetting my password and changing my email address. Any help you can offer?,@741148 Hey Brandon! We've just sent a DM your way. Let's carry on chatting there /AN,account_access,1,Mid,Stratified sample from subsample
2623489,@115888 I hate when a suggested song that's nothing related to what I'm listening to plays https://t.co/Rl9GlwNjaj,"@741139 2: the number of Suggested Tracks you get, try adding more artists into your playlists /LO",venting_feedback,0,Mid,Stratified sample from subsample
2623492,"@115888 @Spotifycares, When, if ever, will we be able to use spoitfy on appl watch w/o a phone.","@741140 Hi Douglas! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /MT",other,0,Mid,Stratified sample from subsample
1957225,@SpotifyCares my username is thabend0r,@580776 Thanks for letting us know. Can you DM us your account info? We'll take a look backstage /CB https://t.co/ldFdZRiNAt,account_access,1,Mid,Stratified sample from subsample
23256,"I'm quite fed up with this response @115888 ""the language of the emails we send is based on your account's country"". You've had YEARS.","@121067 Sorry you feel that way. We can’t make any promises, but your feedback has been noted and passed onto the team /MA",account_access,1,Mid,Stratified sample from subsample
33435,"iOS 11(.1) has issues when using camera, then music,which (from Spotify) breaks.Not sure if it’s ios or the app?@AppleSupport @SpotifyCares",@123396 Hey! That doesn't sound right. Can you let us know the device and Spotify version you're running? We'll see what we can suggest /KM,playback_streaming,0,Mid,Stratified sample from subsample
42738,@115888 @2444 When will be Spotify available in India..??,@125453 Hey Akash! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM. Keep rocking 🤘 /MQ,content_availability,0,Mid,Stratified sample from subsample
48103,@SpotifyCares Just followed the reinstall instructions provided and when I tried logging in I got Error Code: 2  again. Suggestions? https://t.co/5nzL1LdUlk,@126757 Thanks for giving that a try. Can you DM us your account's email address? We'll take a look under the hood /CP https://t.co/ldFdZRiNAt,account_access,1,Mid,Stratified sample from subsample
369947,"You think i give a shit if you cancel my shit, @115888? 
Streaming is like being fed through a tube, anyway. Doesn’t compliment the senses","@203643 Hey, we're sorry to hear you feel that way. Could you DM us your account's email address or username? We'll take a look under the hood /JE https://t.co/ldFdZRiNAt",billing_subscription,1,Mid,Stratified sample from subsample
1517192,@SpotifyCares why won’t my Spotify play on shuffle when connected through Bluetooth in my car?,"@472005 Hi there. Can you let us know what device, OS, and Spotify version you're running? We'll see what we can suggest /LM",playback_streaming,0,Mid,Stratified sample from subsample
2001854,"@SpotifyCares I heard it would be faster to get access to Spotify of Artists if I tweet at you, so I did that.","@591939 Hey there, help's here! Could you DM us your artist URI, and your contact email address? We’ll chase this up 🙂 /CG https://t.co/ldFdZRiNAt",content_availability,0,Mid,Stratified sample from subsample
2001989,@SpotifyCares I can't login to my account on my Gear S2 to stream while I run. Keeps telling me to upgrade. Must have before my marathon.,"@591983 Hey Jeremiah, help's here! Could you DM us your account's email address or username? We'll see what we can suggest /JE https://t.co/ldFdZRiNAt",account_access,1,Mid,Stratified sample from subsample
1533086,"@115888 @SpotifyCares Alexa, Google, etc are out of the question since they're not enabled in Norway yet.","@381883 1: Hey Glenn! As we look to improve the overall Spotify experience, we are removing the app's integration from Squeezebox. There's...",feature_request_howto,0,Mid,Stratified sample from subsample
1668811,"@115888 plz update ""Great Times Great Oldies"" it's me and my moms fav playlist and she keeps yelling at me for playing the same songs ❤️❤️","@508169 Hey! Our Curation team are independent &amp; use taste, data, research, and trends to update playlists, but we’ll pass on your feedback 🙂 /MG",feature_request_howto,0,Mid,Stratified sample from subsample
1583978,"@SpotifyCares ""Sorry. This radio station can't be started. Please try another station."" warning in Weekly Playlist Radio https://t.co/JDdpD3PM9Y","@487445 Hmm. Could you DM us your account's username or email address, along with the link or URI to that playlist? We'll check backstage /LP https://t.co/ldFdZRiNAt",feature_request_howto,0,Mid,Stratified sample from subsample
2019731,@spotifycares now i cant even login spotify 🙃🙃🙃,"@597263 Hi there, that doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /AK https://t.co/ldFdZRiNAt",account_access,1,Mid,Stratified sample from subsample
1618073,@SpotifyCares Please help me. How do i change my name on Spotify? I made this when I was like 11 and I need help. https://t.co/FdSLsT1RFl,@496123 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,feature_request_howto,0,Mid,Stratified sample from subsample
1616424,@SpotifyCares Please do SA soon. My best friend has been waiting years to hear my playlists.,@495707 We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /DR,feature_request_howto,0,Mid,Stratified sample from subsample
2257482,"Hey @117168 whatever happened to getting those lyrics ""fixed""....im still waiting... #neverforget","@657436 Hey, we hear you! Any updates will be posted at https://t.co/osebD49Qxe. We'd recommend voting to support the idea, too /NQ",venting_feedback,0,Mid,Stratified sample from subsample
2037393,"@SpotifyCares hi, i paid with doku and the payment is succes but i still have free account, help",@602410 Hey Azwan! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,billing_subscription,1,Mid,Stratified sample from subsample
1715479,@115888 PC app starts right up no problems. Mac app sucks all my power and still doesn't work.,@519527 Hey! Can you tell us more about what's happening exactly? What OS X and Spotify versions are you using? We'll see what we can suggest /AR,venting_feedback,0,Mid,Stratified sample from subsample
8243,@117153 Hi Spotify. I made payment by atm transfer this morning (09:00AM) but I haven't got my premium account. Is there a any problem with Spotify?,@526996 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt,billing_subscription,1,Mid,Stratified sample from subsample
1739238,@115888 I cannot access music through my app!!,"@524905 Hi Robyn, help's here! What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /PK",playback_streaming,0,Mid,Stratified sample from subsample
1741167,"@SpotifyCares  Keep getting the ""this song is not available. If u have the file on your computer you can import it"" message.  How 2 fix it?",@525304 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /JM,content_availability,0,Mid,Stratified sample from subsample
1764655,"@SpotifyCares Play/next/prev keys don't work on desktop app on macOS 10.13. Any ETA on a fix? Not just me, it seems. https://t.co/LNNXsbYstO",@530821 Hi there. We're sorry you feel that way. Can you try reinstalling the app using the steps here: https://t.co/EqisDMwZAT? Keep us posted /LM,playback_streaming,0,Mid,Stratified sample from subsample
1910416,@SpotifyCares hey i’m trying to cancel my account but it won’t let me. please help,"@569122 Hey Mary, help's here! Could you DM us your email address and username? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",billing_subscription,1,Mid,Stratified sample from subsample
2165502,"@SpotifyCares Why do you have a 3,333 song download limit on premium? @115948 doesn’t for their plan.",@635598 2: for the idea to increase this here: https://t.co/8OOl8B2i69. Feel free to tweet us if there's anything else /GK,playback_streaming,0,Mid,Stratified sample from subsample
2182200,"@SpotifyCares Hi, thanks for getting back so fast! I think it’s sorted itself! The message has gone and I can do more than shuffle! Thank you anyway! :)",@639294 That's fantastic news! Let us know if you need anything else. We're always... https://t.co/zOXI69QSqg /DN,playback_streaming,0,Mid,Stratified sample from subsample
2210995,@115888 you should really consider offering the student discount for high school kids. i’m trynna graduate and bump beats at the same time.,@646240 2: suggest adding your vote for the idea at https://t.co/FUg0KS7O1E /AR,billing_subscription,1,Mid,Stratified sample from subsample
2022199,@SpotifyCares USA! that really sucks I need to get to the bottom of this,"@598072 No worries, we’ll have it available to you as soon as it’s available to us. Let us know of you need anything else /NY",venting_feedback,0,Mid,Stratified sample from subsample
2218880,@AppleSupport @SpotifyCares the volume buttons on my iPhone/earphones don’t work on Spotify anymore if the phone is locked 😫😫,"@429706 Hey there! We're here to help. What's happening exactly? Also, is the issue happening on the Spotify app only? /KT",other,0,Mid,Stratified sample from subsample
2239779,Soooooo why can't I find @118062 #Repuation on @115888 ?!?! I thought the album was out!!! #MusicNerd #NewMusic,"@653061 Hi, Taylor Swift's 'Reputation' isn't available to stream just yet. Stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /GT",content_availability,0,Mid,Stratified sample from subsample
